--April
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	1.38	0.94	0.39	0.36	0.45	0.38	0.5	0.69	0.98	0.34
14	0.52	0.4	0.35	0.33	0.19	0.24	0.17	0.19	0.18	0.32	0.24	0.77	0.81	0.5	2.75	1.14	0.83	0.93	0.48	0.31	0.3	0.45	0.45	0.51
15	0.3	0.21	0.29	0.18	0.25	0.2	0.17	0.37	0.27	0.27	0.19	0.24	0.15	0.26	0.23	0.38	0.32	0.32	0.45	0.4	0.26	0.39	0.42	0.58
16	0	0	0	0	0	0	0	0.95	0.23	0.29	0.19	.25	0.17	0.24	0.25	0.35	0.33	0.34	0.3	0.37	0.31	0.42	0.33	0.42
17	0.43	0.29	0.39	0.24	0.24	0.21	0.21	0.34	0.33	0.22	0.24	0.19	0.25	0.18	0.31	0.32	0.37	0.28	0.39	0.31	0.34	0.53	0.43	0.37
18	0.32	0.4	0.23	0.2	0.29	0.19	0.21	0.51	0.31	0.28	0.2	0.22	0.27	0.53	0.39	0.27	0.3	0.29	0.31	0.34	0.25	0.4	1.11	0.33
19	0.44	0	0	0	0	0	0	0.24	0.33	0.2	0.21	0.21	0.16	0.23	0.29	0.28	0.33	0.33	0.3	0.34	0.32	0.42	0.4	0.71
20	0.39	0.36	0.28	0.32	0.19	0.22	0.21	0.19	0.31	0.2	0.55	0.5	0.46	0.41	0.5	0.24	0.37	0.38	0.42	0.6	0.33	0.53	0.45	0.51
21	0.32	0.29	0.38	0.25	0.19	0.25	0.19	0.18	0.32	0.2	0.48	0.7	0.38	0.5	0.78	0.33	0.34	0.34	0.32	0.38	0.4	0.34	0.43	0.39
22	0.42	0.29	0.26	0.21	0.22	0.24	0.2	0.28	0.39	0.25	0.21	0.18	0.24	0.22	0.27	0.3	5.55	0.35	0.26	0.35	0.31	0.41	0.42	0.41
23	0.36	1.02	0.67	0.27	0.23	0.19	0.2	0.3	0.33	0.17	0.23	0.17	0.24	0.22	0.25	0.4	0.29	0.27	0.35	0.27	0.31	0.33	1.13	0.4
24	0.4	0.4	0.29	0.27	0.23	0.2	0.22	0.73	0.32	0.2	0.29	0.28	0.25	0.25	0.32	0.35	0.3	0.34	0.34	0.29	0.37	0.39	0.47	1.08
25	0.35	0.29	0.28	0.2	0.25	0.28	0.16	0.26	0.26	0.28	0.3	0.16	0.18	0.47	0.5	0.35	0.28	0.29	0.35	0.36	0.37	0.3	0.46	0.92
26	0.5	0.37	0.27	0.2	0.19	0.29	0.25	0.24	0.31	0.2	0.28	0.22	0.18	0.18	0.29	0.41	0.24	0.19	0.18	0.29	0.35	0.42	0.46	0.35
27	0.29	0.37	0.46	0.34	0.19	0.18	0.2	0.28	0.35	0.2	0.24	0.28	0.42	0.48	0.44	0.35	0.29	0.91	0.37	0.24	0.36	0.32	0.32	0.39
28	0.4	0.3	0.29	0.2	0.28	0.23	0.16	0.19	0.3	0.28	0.19	0.15	0.29	1.04	0.55	0.24	0.23	0.53	0.32	0.23	0.3	0.45	0.38	0.37
29	0.35	0.36	0.33	0.18	0.16	0.25	0.18	0.27	0.19	0.39	0.17	0.16	0.19	0.23	0.22	0.32	0.36	0.3	0.26	0.38	0.39	0.35	0.33	0.47
30	0	0	0	0.23	0.18	0.18	0.24	0.31	0.26	0.26	0.26	0.16	0.16	0.25	0.22	0.33	0.31	0.33	0.27	0.26	0.38	0.35	0.43	0.37
