--June
1	0.29	0.28	0.32	0.31	0.3	0.28	0.18	0.18	0.29	0.28	0.63	0.66	0.43	0.46	0.43	0.36	0.43	0.49	0.5	0.28	0.28	0.22	0.46	0.44
2	1.12	0.52	0.43	0.24	0.21	0.2	0.2	0.35	0.36	0.31	0.72	0.49	0.63	1.31	0.61	0.41	0.46	1.14	0.61	0.33	0.26	0.29	0.43	1.4
3	0.54	0	0	0	0	0	0	0.48	0.26	0.21	0.18	0.22	0.34	0.32	0.29	0.33	0.3	0.3	0.43	0.4	0.42	0.42	0.32	0.41
4	0.35	0.4	0.3	0.26	0.19	0.19	0.19	0.39	0.35	0.23	0.19	0.18	0.21	0.29	0.31	0.38	0.28	0.3	0.3	0.38	0.34	0.56	0.4	0.45
5	0.38	0.31	0.21	0.29	0.29	0.28	0.21	0.43	0.29	0.27	0.29	0.28	0.2	0.18	0.21	0.39	0.38	0.36	0.41	0.3	0.27	0.31	0.82	0.85
6	0.42	0.32	0.2	0.19	0.25	0.29	0.29	0.29	0.27	0.19	0.22	0.29	0.27	0.18	0.22	0.32	0.34	0.36	0.36	0.27	0.26	0.33	0.42	0.5
7	0.45	0	0	0	0	0	0	0	0.21	0.24	0.28	0.22	0.18	0.18	0.22	0.38	0.38	0.29	0.26	0.31	0.22	0.29	0.47	0.45
8	0.32	0.37	0	0	0	0	0	0.67	0.38	0.25	0.18	0.18	0.36	0.74	0.44	0.31	0.3	0.34	0.53	0.61	0.27	0.28	0.32	0.41
9	0.32	0.3	0.27	0.27	0.28	0.18	0.18	0.21	0.36	0.35	0.3	0.27	1.14	2.96	0.56	0.26	0.4	0.47	0.53	0.33	0.62	0.46	0.46	0.36
10	0.29	0.29	0.36	0.28	0.18	0.18	0.2	0.58	0.32	0.19	0.18	0.28	0.27	0.18	0.24	0.38	0.38	0.35	0.27	0.36	0.38	0.45	0.39	0.34
11	0.3	0.4	0.32	0.19	0.18	0.18	0.29	0.52	0.25	0.19	0.2	0.28	0.25	0.18	0.23	0.37	0.36	0.3	0.32	0.21	0.31	0.31	0.47	0.34
12	0.35	0	0	0	0	0	0	0	0	0.21	0.2	0.21	0.31	0.47	0.64	0.54	0.41	0.29	0.43	0.35	0.32	0.41	0.85	0.64
13	0.53	0.23	0.23	0.3	0.29	0.29	0.2	0.33	0.22	0.28	0.3	0.23	0.26	0.24	0.3	0.4	0.37	0.41	0.41	0.37	0.37	0.3	0.37	0.46
14	0.46	0	0	0	0	0	0	0.46	0.34	0.32	0.36	0.22	0.21	0.25	0.43	0.38	0.32	0.32	0.21	0.21	0.21	0.33	0.5	0.58
15	0.56	0.46	0.28	0.21	0.21	0.25	0.32	0.33	0.33	0.22	0.86	0.51	0.74	0.69	0.36	0.37	0.57	0.52	0.52	0.41	0.43	0.42	0.45	0.51
16	0.52	0.49	0.46	0.24	0.21	0.3	0.31	0.41	0.3	0.21	0.51	0.6	0.52	1.13	1.95	0.51	0.39	1.29	1.09	0.44	0.44	0.41	0.51	0.68
17	0.42	0.27	0.2	0.2	0.24	0.31	0.31	0.47	0.31	0.19	0.19	0.17	0.34	0.34	0.32	0.27	0.27	0.29	0.36	0.3	0.29	0.25	0.28	0.91
18	0.49	0.33	0.31	0.21	0.2	0.19	0.25	0.46	0.33	0.19	0.19	0.18	0.26	0.28	0.26	0.33	0.27	0.32	0.38	0.35	0.55	0.43	0.32	0.47
19	0.46	0	0	0	0	0	0	1.1	0.28	0.19	0.26	0.28	0.2	0.18	0.21	0.37	0.39	0.28	0.33	0.2	0.33	0.38	0.35	0.37
20	0.36	0.36	0.3	0.24	0.18	0.18	0.22	0.4	0.33	0.18	0.18	0.25	0.28	0.18	0.21	0.31	0.35	0.33	0.29	0.25	0.3	0.42	0.29	0.19
21	0.34	0.28	0.3	0.28	0.18	0.18	0.22	0.39	0.33	0.18	0.18	0.26	0.28	0.18	0.23	0.37	0.4	0.34	0.27	0.2	0.22	0.46	0.32	0.22
22	0.18	0.18	0.3	0.36	0.25	0.18	0.18	0.23	0.37	0.47	0.45	0.4	0.64	0.53	0.39	1	0.43	0	0	0	0	0	0.73	0.58
23	0.29	0.28	0.28	0.19	0.18	0.21	0.43	0	0	0	0	0.31	0.39	0.45	0.39	0.36	0.34	0.26	0.26	0.31	0.43	0.4	0.44	0.32
24	0.31	0.31	0.33	0	0	0	0	0	0	0	0	0.12	0.34	0.38	0.38	0.38	0.75	1.99	1.96	1.94	0.78	0.71	0.44	0.3
25	0.29	0.34	0.33	0	0	0	0	0	0.46	0.3	0.29	0.28	0.23	0.33	0.67	2.3	2.2	2.24	2.22	1.51	0.52	0.49	0.57	0.57
26	0.36	0.29	0.21	0.21	0.23	0.33	0.31	0.55	0.31	0.24	0.21	0.21	0.23	0.43	0.77	2.1	2.03	2.03	1.98	1.93	0.48	0.32	0.43	0.52
27	0.39	0	0	0	0	0	0	0	0.2	0.31	0.31	0.31	0.33	0.42	0.4	0.4	1.16	1.93	1.92	0.57	0.39	0.32	0.66	1
28	0.44	0.29	0.2	0.18	0.19	0.3	0.29	0.59	0.25	0.25	0.2	0.19	0.19	0.21	0.33	0.37	0	0	0	0	0	0	0	0
29	0.23	0.35	0.22	0.31	0.29	0.29	0.26	0.27	0.2	0.21	0.6	0.45	0.59	0.5	1.4	0.36	0.37	0	0	0	0	0	0	0
30	0.3	0.35	0.22	0.19	0.24	0.3	0.29	0.34	0.29	0.19	0.42	0.4	0.34	1.32	1.15	1.51	2.08	2.06	2.09	2.27	0.57	0.56	1.19	0.32
